id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1432661292188241921,1432661292188241921,2021-08-31 16:37:24 IST,2021-08-31,16:37:24,+0530,44356836,amankayamhai_,Aman Sharma,,Bihar leads the way in Vaccinations today as country aims at a record 1.25 Cr jabs. Bihar has done its highest-ever 11 lakh vaccinations already today by 4 PM #vaccine,en,[],[],[],0,6,49,['vaccine'],[],https://twitter.com/AmanKayamHai_/status/1432661292188241921,False,,0,,,,,,,,[],,,,
1432660598811250689,1432660598811250689,2021-08-31 16:34:38 IST,2021-08-31,16:34:38,+0530,119439660,snehamordani,Sneha Mordani,,"With  86,73,439 doses given upto now, we might get well past the 1 crore doses and more today, again!  #COVID19 #vaccine",en,[],[],[],4,11,65,"['covid19', 'vaccine']",[],https://twitter.com/snehamordani/status/1432660598811250689,False,,0,,,,,,,,[],,,,
1432652029999124486,1432652029999124486,2021-08-31 16:00:35 IST,2021-08-31,16:00:35,+0530,344141009,ajvelazquez1,A.J. Velázquez,,"“Put another way, vaccinated individuals were 27 times more likely to get a symptomatic COVID infection than those with natural immunity from COVID.” @miltimore79 #vaccine  https://t.co/5FB2tzEciB",en,"[{'screen_name': 'miltimore79', 'name': 'jon miltimore', 'id': '114840005'}]",['https://fee.org/articles/harvard-epidemiologist-says-the-case-for-covid-vaccine-passports-was-just-demolished/'],[],0,9,16,['vaccine'],[],https://twitter.com/ajvelazquez1/status/1432652029999124486,False,,0,,,,,,,,[],,,,
1432648294262521858,1432648294262521858,2021-08-31 15:45:45 IST,2021-08-31,15:45:45,+0530,61015562,drscott_atlanta,DrScott,,Naturally acquired immunity shown to provide exponentially MORE protection than #vaccine  Harvard Epidemiologist Says the Case for COVID Vaccine Passports Was Just Demolished  https://t.co/r6HIx5w11h,en,[],['https://fee.org/articles/harvard-epidemiologist-says-the-case-for-covid-vaccine-passports-was-just-demolished/'],[],1,13,21,['vaccine'],[],https://twitter.com/drscott_atlanta/status/1432648294262521858,False,,0,,,,,,,,[],,,,
1432647169618632704,1432647169618632704,2021-08-31 15:41:17 IST,2021-08-31,15:41:17,+0530,841697890057740289,reonintl,RHAPSODY ONLINE PRAYER CONFERENCE,,Join billions of Christians around the world as we fast and pray for the Nations #prayer #Covid_19 #vaccine  https://t.co/MwVpAqUISQ,en,[],[],['https://pbs.twimg.com/media/E-HItX5XoAgdiDb.jpg'],0,13,24,"['prayer', 'covid_19', 'vaccine']",[],https://twitter.com/reonintl/status/1432647169618632704,False,,1,https://pbs.twimg.com/media/E-HItX5XoAgdiDb.jpg,,,,,,,[],,,,
1432644338564038656,1432644338564038656,2021-08-31 15:30:02 IST,2021-08-31,15:30:02,+0530,39743812,economictimes,Economic Times,,#Norway joined neighbouring #Denmark in offering people with severe weakened #immune systems a third dose of the COVID-19 #vaccine  https://t.co/ykpjSNvPdp,en,[],['https://economictimes.indiatimes.com/news/international/world-news/denmark-and-norway-back-booster-dose-for-vulnerable/articleshow/85777485.cms'],[],1,1,13,"['norway', 'denmark', 'immune', 'vaccine']",[],https://twitter.com/EconomicTimes/status/1432644338564038656,False,,0,,,,,,,,[],,,,
1432643937139716098,1432643937139716098,2021-08-31 15:28:26 IST,2021-08-31,15:28:26,+0530,3414720558,sushmideytoi,Sushmi Dey,,Over 72 lakh dosesof #Covid #vaccine given till 3pm today. Set to break another record???  #COVIDVaccination,en,[],[],[],1,9,29,"['covid', 'vaccine', 'covidvaccination']",[],https://twitter.com/sushmideyTOI/status/1432643937139716098,False,,0,,,,,,,,[],,,,
1432642075934216200,1432642075934216200,2021-08-31 15:21:02 IST,2021-08-31,15:21:02,+0530,436429668,nikkeiasia,Nikkei Asia,,Thailand will ease some of its business lockdown measures from Sept. 1  https://t.co/n7ZCfTarcv #COVID #coronavirus #vaccine,en,[],['https://s.nikkei.com/3BiNIsG'],[],2,5,14,"['covid', 'coronavirus', 'vaccine']",[],https://twitter.com/NikkeiAsia/status/1432642075934216200,False,,0,,,,,,,,[],,,,
1432639595196424192,1432639595196424192,2021-08-31 15:11:11 IST,2021-08-31,15:11:11,+0530,1471947782,boocles42,Chris Buckley🙂,,"Don't be fooled by the bullshitery... This kid is 14, 13 and 12 as well as living in; Portugal, Belgium and Brixton...🤣🤣🤣  #propaganda #School #COVIDIOTS #uk #vaccine #lies #tyranny #BorisJohnsonOut  https://t.co/WwrEirqLoE",en,[],[],['https://pbs.twimg.com/media/E-HCHpyXMAoPzXe.jpg'],7,64,109,"['propaganda', 'school', 'covidiots', 'uk', 'vaccine', 'lies', 'tyranny', 'borisjohnsonout']",[],https://twitter.com/boocles42/status/1432639595196424192,False,,1,https://pbs.twimg.com/media/E-HCHpyXMAoPzXe.jpg,,,,,,,[],,,,
1432636737931579397,1432636737931579397,2021-08-31 14:59:50 IST,2021-08-31,14:59:50,+0530,1183982792276926466,nhsrcofficial,"Ministry of National Health Services, Pakistan",,Pakistan: Daily update on #vaccine doses administered  Total doses administered till now: 55.1 million Doses administered in last 24 hours: 1.4 million  https://t.co/Ao90xOJU8W,en,[],[],['https://pbs.twimg.com/media/E-G_XCGWUAU2SO2.jpg'],3,6,45,['vaccine'],[],https://twitter.com/nhsrcofficial/status/1432636737931579397,False,,1,https://pbs.twimg.com/media/E-G_XCGWUAU2SO2.jpg,,,,,,,[],,,,
1432630194737614857,1432630194737614857,2021-08-31 14:33:50 IST,2021-08-31,14:33:50,+0530,609884455,rajivkumar1,Rajiv Kumar,,"With over 50% of India’s eligible population having had at least one jab of the #Covid #vaccine, our #vaccination momentum is only growing. This is an incredible milestone, and very encouraging news - we are well on our way towards our goal of fully vaccinating the population:  https://t.co/G1Ol119kV0",en,[],[],['https://pbs.twimg.com/media/E-G5kDoVcAUvA1V.jpg'],1,4,32,"['covid', 'vaccine', 'vaccination']",[],https://twitter.com/RajivKumar1/status/1432630194737614857,False,,1,https://pbs.twimg.com/media/E-G5kDoVcAUvA1V.jpg,,,,,,,[],,,,
1432627643485143043,1432627643485143043,2021-08-31 14:23:41 IST,2021-08-31,14:23:41,+0530,19489239,jerusalem_post,The Jerusalem Post,,A South Korean #COVID19 #vaccine is in late-stage trials and its efficacy will be tested against the AstraZeneca vaccine.  https://t.co/zDxo3WZhaq,en,[],['https://www.jpost.com/breaking-news/gsk-sk-bioscience-covid-vaccine-in-late-stage-trials-678220'],[],0,5,14,"['covid19', 'vaccine']",[],https://twitter.com/Jerusalem_Post/status/1432627643485143043,False,,0,,,,,,,,[],,,,
1432627108883304448,1432627108883304448,2021-08-31 14:21:34 IST,2021-08-31,14:21:34,+0530,2926631509,rvravi22,Ravi Kumar 🇮🇳🌾,,"बिहार में वैक्सीन की भाड़ी कमी है । मुजफ्फरपुर में वैक्सीनेशन सेंटर पर भारी विवाद, गोलीबारी में एक व्यक्ति जख्मी, मोतीपुर प्रखंड के सिरसिया केंद्र पर गोलीबारी  सरकार स्वयं की पीठ थपथपा रही है कि वैक्सीन की कोई कमी नहीं है ।   #vaccine  https://t.co/r5rELLm9To",hi,[],[],['https://pbs.twimg.com/media/E-G2wxOVcAg8P3z.jpg'],1,66,61,['vaccine'],[],https://twitter.com/RvRavi22/status/1432627108883304448,False,,1,https://pbs.twimg.com/media/E-G2wxOVcAg8P3z.jpg,,,,,,,[],,,,
1432626084751699968,1432626084751699968,2021-08-31 14:17:30 IST,2021-08-31,14:17:30,+0530,959651769000185857,katieallenmp,Katie Allen MP,,Well done Australia! Keep putting your shoulder forward and together we will bring Covid to its knees. #auspoI #COVID19Aus #vaccine  https://t.co/C7H4V41eF1,en,[],[],['https://pbs.twimg.com/media/E-G11E6VUAY_cJK.jpg'],4,4,17,"['auspoi', 'covid19aus', 'vaccine']",[],https://twitter.com/KatieAllenMP/status/1432626084751699968,False,,1,https://pbs.twimg.com/media/E-G11E6VUAY_cJK.jpg,,,,,,,[],,,,
1432624583845113863,1432457613808074753,2021-08-31 14:11:32 IST,2021-08-31,14:11:32,+0530,202884181,stephaniedowric,Rev Dr Stephanie Dowrick,,@RNBreakfast @mukabout @frankelly08 This remark re Frewen is particularly offensive when #Indigenous health organisations have been at the forefront of protecting their communities effectively. They have been badly let down by #vaccine supply and distribution. Would be great to hear from Pat Turner.,en,[],[],[],0,1,12,"['indigenous', 'vaccine']",[],https://twitter.com/stephaniedowric/status/1432624583845113863,False,,0,,,,,,,,"[{'screen_name': 'RNBreakfast', 'name': 'RN Breakfast', 'id': '20138772'}, {'screen_name': 'mukabout', 'name': '🔥💧Paul Bauert', 'id': '2297057988'}]",,,,
1432621042934042625,1432621042934042625,2021-08-31 13:57:28 IST,2021-08-31,13:57:28,+0530,738278295163179008,kashishbihar,Kashish News Bihar,,"मुजफ्फरपुर में वैक्सीनेशन सेंटर पर भारी विवाद, गोलीबारी में एक व्यक्ति जख्मी, मोतीपुर प्रखंड के सिरसिया केंद्र पर गोलीबारी #vaccine  https://t.co/IGOwZkcJc6",hi,[],[],['https://pbs.twimg.com/media/E-GxGcWUcAEuO6E.jpg'],0,11,22,['vaccine'],[],https://twitter.com/KashishBihar/status/1432621042934042625,False,,1,https://pbs.twimg.com/media/E-GxGcWUcAEuO6E.jpg,,,,,,,[],,,,
1432620177867395072,1432620177867395072,2021-08-31 13:54:01 IST,2021-08-31,13:54:01,+0530,1352557864599093248,ohk_bye_,✨ˢᴵᴺᴰᴴᴵ ᴳᴵᴿᴸ🥀,,Wo pochna ye tha ap loog 2 saal tak zinda ho? ya abhi jeena hai?🙂 #vaccine,hi,[],[],[],16,1,34,['vaccine'],[],https://twitter.com/ohk_bye_/status/1432620177867395072,False,,0,,,,,,,,[],,,,
1432612159062695941,1432612159062695941,2021-08-31 13:22:10 IST,2021-08-31,13:22:10,+0530,887693897652097025,vaccinologist,Dr. Melvin Sanicas 🩺🔬,,"🐀🐀 No #vaccine and no #antibiotics then. Today it is easily treated but before they were developed, half of people infected might not survive. #plague #BlackDeath #Yersiniapestis #pandemic #LearnFromHistory #History #bubonicplague  https://t.co/TdTwtNgP1P",en,[],[],['https://pbs.twimg.com/media/E-GoGLAWEAc-yYB.jpg'],0,15,52,"['vaccine', 'antibiotics', 'plague', 'blackdeath', 'yersiniapestis', 'pandemic', 'learnfromhistory', 'history', 'bubonicplague']",[],https://twitter.com/Vaccinologist/status/1432612159062695941,False,,1,https://pbs.twimg.com/media/E-GoGLAWEAc-yYB.jpg,,,,,,,[],,,,
1432611296424333312,1432611296424333312,2021-08-31 13:18:44 IST,2021-08-31,13:18:44,+0530,77696645,dailystarnews,The Daily Star,,"Another consignment of over 55 lakh doses of #Sinopharm #vaccine arrived in #Dhaka from #China early today. This consignment of 55,53,650 doses is a record for #Bangladesh in receiving vaccines from China, following the recent agreement.   https://t.co/ntKIeXetWA",en,[],['https://www.thedailystar.net/health/disease/coronavirus/fallouts-fightback/vaccine/news/over-55-lakh-sinopharm-vaccines-reach-dhaka-2165166'],[],0,0,12,"['sinopharm', 'vaccine', 'dhaka', 'china', 'bangladesh']",[],https://twitter.com/dailystarnews/status/1432611296424333312,False,,0,,,,,,,,[],,,,
1432603428249821185,1432603428249821185,2021-08-31 12:47:28 IST,2021-08-31,12:47:28,+0530,1304036484920606720,longcovidkids,Long Covid Kids Official HQ 🧡 #FBLCK #FBLC,,🌍 Some counties have the option to get a vaccine.  🌎 Other countries don’t.  🌍 All countries have kids.   #COVID19 is a globetrotter and we watch it but fail to learn from it.   #LongCovidKids #LongCovid #vaccine,en,[],[],[],1,4,13,"['covid19', 'longcovidkids', 'longcovid', 'vaccine']",[],https://twitter.com/LongCovidKids/status/1432603428249821185,False,https://twitter.com/ameracadpeds/status/1432451832861896710,0,,,,,,,,[],,,,
1432595255589703682,1432539907226886146,2021-08-31 12:14:59 IST,2021-08-31,12:14:59,+0530,216507928,mrmintslice,Prime Minister 4 the Forgotten 🌟🌟🌟🌟,,"@bruce_haigh Singapore had excess that was almost out of date.  @ScottMorrisonMP reminds us that while some countries have surplus #vaccine, he didn't order enough #vaccine   Another #MorrisonFailure",en,"[{'screen_name': 'scottmorrisonmp', 'name': 'scott morrison', 'id': '34116377'}]",[],[],0,14,41,"['vaccine', 'vaccine', 'morrisonfailure']",[],https://twitter.com/mrmintslice/status/1432595255589703682,False,,0,,,,,,,,"[{'screen_name': 'bruce_haigh', 'name': 'Bruce Haigh', 'id': '3288075858'}]",,,,
1432594658111082496,1432594658111082496,2021-08-31 12:12:37 IST,2021-08-31,12:12:37,+0530,750658704949678081,julianhillmp,Julian Hill MP,,"It’s very generous of Singapore to lend 🇦🇺 500,000 Pfizer doses, as they are already 80%+ vaccinated.  But Morrison wouldn’t have to beg our friends for help if he’d done his job &amp; ordered enough vaccines last year. #auspol #vaccine #VaccineFailure #ScottyDoesNothing",en,[],[],[],105,587,2760,"['auspol', 'vaccine', 'vaccinefailure', 'scottydoesnothing']",[],https://twitter.com/JulianHillMP/status/1432594658111082496,False,,0,,,,,,,,[],,,,
1432594152605184003,1432582135102070787,2021-08-31 12:10:36 IST,2021-08-31,12:10:36,+0530,216507928,mrmintslice,Prime Minister 4 the Forgotten 🌟🌟🌟🌟,,"@Bowenchris @mackaysuzie @ScottMorrisonMP @ScottMorrisonMP and @GregHuntMP remind Australians that while other countries have surplus #vaccines, #ScottyDoesNothing didn't order enough #vaccine for us.  #MorrisonFailure #morrisonmustgo",en,"[{'screen_name': 'greghuntmp', 'name': 'greg hunt', 'id': '60483082'}]",[],[],1,7,29,"['vaccines', 'scottydoesnothing', 'vaccine', 'morrisonfailure', 'morrisonmustgo']",[],https://twitter.com/mrmintslice/status/1432594152605184003,False,,0,,,,,,,,"[{'screen_name': 'Bowenchris', 'name': 'Chris Bowen', 'id': '150856088'}, {'screen_name': 'mackaysuzie', 'name': 'Susan Mackay 😱', 'id': '1038235795'}, {'screen_name': 'ScottMorrisonMP', 'name': 'Scott Morrison', 'id': '34116377'}]",,,,
1432593677201797122,1432559958676049926,2021-08-31 12:08:43 IST,2021-08-31,12:08:43,+0530,216507928,mrmintslice,Prime Minister 4 the Forgotten 🌟🌟🌟🌟,,"@GregHuntMP Only you and @ScottMorrisonMP could boast about a ""deal"" where we get another countries surplus #vaccines (that are almost out of date) while forgetting that each time you do, it reminds us that #ScottyDoesNothing didn't order enough #vaccine for Australia.  #MorrisonFailure",en,"[{'screen_name': 'scottmorrisonmp', 'name': 'scott morrison', 'id': '34116377'}]",[],[],2,11,34,"['vaccines', 'scottydoesnothing', 'vaccine', 'morrisonfailure']",[],https://twitter.com/mrmintslice/status/1432593677201797122,False,,0,,,,,,,,"[{'screen_name': 'GregHuntMP', 'name': 'Greg Hunt', 'id': '60483082'}]",,,,
1432583977135747072,1432583977135747072,2021-08-31 11:30:10 IST,2021-08-31,11:30:10,+0530,39714103,mdais,Magen David Adom,,"We are pleased to announce that third #vaccine booster shots are open to the entire public. Set your shot appointment today!  Be smart, stay safe, get #vaccinated.  https://t.co/kRo8VfbwJ2",en,[],[],['https://pbs.twimg.com/media/E-GPiL4WUAEfbmm.jpg'],3,5,18,"['vaccine', 'vaccinated']",[],https://twitter.com/Mdais/status/1432583977135747072,False,,1,https://pbs.twimg.com/media/E-GPiL4WUAEfbmm.jpg,,,,,,,[],,,,
1432580139804606464,1432580139804606464,2021-08-31 11:14:56 IST,2021-08-31,11:14:56,+0530,876024342647144450,realjedbevan,Jedediah,,"If #Covid19 #Vaccines don't stop someone from catching the virus, if #vaccinated people carry as much viral load as #unvaccinated people &amp; all the #vaccine does is make you slightly less sick, then why the hell is it anyone else's business if you take it or not?",en,[],[],[],4,15,57,"['covid19', 'vaccines', 'vaccinated', 'unvaccinated', 'vaccine']",[],https://twitter.com/realJedBevan/status/1432580139804606464,False,,0,,,,,,,,[],,,,
1432576589372461057,1432576589372461057,2021-08-31 11:00:49 IST,2021-08-31,11:00:49,+0530,57320024,guardiannigeria,The Guardian Nigeria,,"Today in The Guardian – COVID-19 Vaccination: CSOs tackles Edo government on restrictions, profiling. Get The Guardian on the newsstands for the latest in world news, sports, and in-depth analysis. ⁣ ⁣ #COVID19 #Vaccine #FrontPage #Headline #GuardianBusiness #News #Nigeria  https://t.co/Yopx2IDWO7",en,[],[],['https://pbs.twimg.com/media/E-GI0PMXoAA6OZR.jpg'],0,10,17,"['covid19', 'vaccine', 'frontpage', 'headline', 'guardianbusiness', 'news', 'nigeria']",[],https://twitter.com/GuardianNigeria/status/1432576589372461057,False,,1,https://pbs.twimg.com/media/E-GI0PMXoAA6OZR.jpg,,,,,,,[],,,,
1432571920122355714,1432571920122355714,2021-08-31 10:42:16 IST,2021-08-31,10:42:16,+0530,813345856275574784,johntitor33621,John Titor,,"what if i told you, the vaccines contain a hidden parasite to slowly kill you? dont worry, this post is a lie, a joke, its not true.  or is it? #MonstersInsideYou #vaccine #vaccines  https://t.co/wLz2lrgJdI",en,[],[],['https://pbs.twimg.com/media/E-GEaw-XMAMGh-j.jpg'],7,17,19,"['monstersinsideyou', 'vaccine', 'vaccines']",[],https://twitter.com/JohnTitor33621/status/1432571920122355714,False,,1,https://pbs.twimg.com/media/E-GEaw-XMAMGh-j.jpg,,,,,,,[],,,,
1432568243336597506,1432568243336597506,2021-08-31 10:27:39 IST,2021-08-31,10:27:39,+0530,1126172236921044993,dudeveerappan,ഡൂഡ്‌ വീരപ്പൻ Vaccinated 💉,,പച്ച വെള്ളം കുത്തിവെച്ച് പറ്റിച്ചെന്നാ തോന്നുന്നത് #vaccine,ml,[],[],[],3,0,38,['vaccine'],[],https://twitter.com/dudeveerappan/status/1432568243336597506,False,,0,,,,,,,,[],,,,
1432561199636533248,1432561199636533248,2021-08-31 09:59:40 IST,2021-08-31,09:59:40,+0530,339564751,newsfirstsl,Newsfirst.lk Sri Lanka,,Vaccine at Your Doorstep program by Army operational on Tuesday (31); Call 1906 to register  Access Full List Here:  https://t.co/fcEBSSqeRg  #lka #SriLanka #SLnews #News1st #Vaccine #Vaccination #COVID19 #COVID19LK #COVID19SL #Coronavirus,en,[],['https://news1st.lk/3kH3nLy'],[],0,6,18,"['lka', 'srilanka', 'slnews', 'news1st', 'vaccine', 'vaccination', 'covid19', 'covid19lk', 'covid19sl', 'coronavirus']",[],https://twitter.com/NewsfirstSL/status/1432561199636533248,False,,0,,,,,,,,[],,,,
1432559039368491009,1432559039368491009,2021-08-31 09:51:05 IST,2021-08-31,09:51:05,+0530,1240860947826311169,chinaembsl,Chinese Embassy in Sri Lanka,,"🚀 #vaccination 🇱🇰  #SriLanka administered 571,589 doses of #COVID19 #vaccine yesterday (30 Aug), the highest vaccination amount in a day, 94% (536,438 jabs) are #Sinopharm    More than 20 million doses (Sinopharm 15.8 mln) have been administered thus far.  🦁🐼💉#TogetherWeCan  https://t.co/sUlAvrubE6",en,[],[],"['https://pbs.twimg.com/media/E-F4Lw5UcAEp5kb.jpg', 'https://pbs.twimg.com/media/E-F4PPkVkAgQzS5.jpg']",1,10,68,"['vaccination', 'srilanka', 'covid19', 'vaccine', 'sinopharm', 'togetherwecan']",[],https://twitter.com/ChinaEmbSL/status/1432559039368491009,False,,1,https://pbs.twimg.com/media/E-F4Lw5UcAEp5kb.jpg,,,,,,,[],,,,
1432551726310035457,1432551726310035457,2021-08-31 09:22:01 IST,2021-08-31,09:22:01,+0530,895831107148460033,candicenoring7,⟭⁷⟬ ℂ𝕒𝕟𝕕𝕚𝕔𝕖 캔디스 💜🧈 #JJK1 🐰🇦🇺,,FIRST PFIZER VACCINE DONE 💜  #Pfizer #Vaccine #BTS #BTSARMY @bts_aus @bts_queensland  https://t.co/5ZMS99QXQ4,en,"[{'screen_name': 'bts_aus', 'name': 'bts australia⁷ \U0001f9c8👅', 'id': '2922653960'}, {'screen_name': 'bts_queensland', 'name': 'bts queensland⁷', 'id': '1132498540758937600'}]",[],['https://pbs.twimg.com/media/E-FyMzqUUAYbIgC.jpg'],1,1,17,"['pfizer', 'vaccine', 'bts', 'btsarmy']",[],https://twitter.com/candicenoring7/status/1432551726310035457,False,,1,https://pbs.twimg.com/media/E-FyMzqUUAYbIgC.jpg,,,,,,,[],,,,
1432544791984685059,1432544791984685059,2021-08-31 08:54:28 IST,2021-08-31,08:54:28,+0530,128082945,jay_watt,Jarrod Watt,,Harry Harrison fills in the grey areas in the faltering #HongKong #vaccine rollout in today's @SCMPNews #cartoon  https://t.co/oFisPZnJ6X,en,"[{'screen_name': 'scmpnews', 'name': 'south china morning post', 'id': '23922797'}]",[],['https://pbs.twimg.com/media/E-FrwowVgAMIovx.png'],0,4,12,"['hongkong', 'vaccine', 'cartoon']",[],https://twitter.com/Jay_Watt/status/1432544791984685059,False,,1,https://pbs.twimg.com/media/E-FrwowVgAMIovx.png,,,,,,,[],,,,
1432529235290243074,1432529235290243074,2021-08-31 07:52:39 IST,2021-08-31,07:52:39,+0530,212621119,gmbutts,Gerald Butts,,#covid19 🇨🇦 #vaccine 💉,und,[],[],[],9,15,36,"['covid19', 'vaccine']",[],https://twitter.com/gmbutts/status/1432529235290243074,False,https://twitter.com/billius27/status/1432519556539486208,0,,,,,,,,[],,,,
