id,created_at,tweet,sum,true_value,polarity_api_output,is_same,concept_api_output,conversation_id,date,time,timezone,user_id,username,name,place,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1375851778340749313,2021-03-27 22:16:40,"Watching Brazil feels like were watching the alternate future that might have been ours from Jan on. We have to help them. My answer to what do we do with expected surplus #COVID19 #vaccine? is send it to Brazil, quickly.",-0.7,NEGATIVE,NEGATIVE,1,"['alternate', 'help', 'answer', 'expected', 'surplus', 'covid', 'vaccine', 'quickly']",1375851778340749313,2021-03-27,22:16:40,530,86970530,tmprowell,"Tatiana Prowell, MD",,en,[],[],[],7.0,18.0,79.0,"['covid19', 'vaccine']",[],https://twitter.com/tmprowell/status/1375851778340749313,False,https://twitter.com/nytimes/status/1375850119099248640,0.0,,,,,,,,[],,,,
1361389133231517699,2021-02-16 0:27:17,This has to stop! Reject the #mRNA #COVID #vaccine! 28-Year-old Wisconsin Healthcare Worker has Aneurysm Brain Dead Five Days After Second Experimental Pfizer mRNA COVID Injection,-1.1,NEGATIVE,NEGATIVE,1,"['brain dead', 'stop', 'reject', 'covid', 'vaccine', 'old', 'healthcare', 'worker', 'aneurysm', 'experiment', 'covid', 'injection']",1361389133231517699,2021-02-16,00:27:17,530,4877263391,suzannev99,Bee Goddess,,en,[],['https://vaccineimpact.com/2021/28-year-old-wisconsin-healthcare-worker-has-aneurysm-brain-dead-five-days-after-second-experimental-pfizer-mrna-covid-injection/'],['https://pbs.twimg.com/media/EuSgLUHXIBICG3U.jpg'],9.0,77.0,75.0,"['mrna', 'covid', 'vaccine']",[],https://twitter.com/SuzanneV99/status/1361389133231517699,False,,1.0,https://pbs.twimg.com/media/EuSgLUHXIBICG3U.jpg,,,,,,,[],,,,
1347738564688281600,2021-01-09 8:24:48,"I do believe that the Trump brigade is retreating from Twitter. I've lost about 1.5% of my followers and hopefully 95% of the anti-vaxers. To the 98.5% sticking around, I look forward to enjoying an elevated level of discourse with you all. #COVID19 #vaccine",-0.9,NEGATIVE,POSITIVE,0,"['look forward', 'believe', 'brigade', 'lost', 'follower', 'hopefully', 'vax', 'sticking', 'enjoying', 'discourse', 'covid', 'vaccine']",1347738564688281600,2021-01-09,08:24:48,530,757300766478663680,drjacobsrad,David Jacobs,,en,[],[],['https://pbs.twimg.com/media/ErQhFP-W8AYczgA.jpg'],53.0,13.0,153.0,"['covid19', 'vaccine']",[],https://twitter.com/DrJacobsRad/status/1347738564688281600,False,,1.0,https://pbs.twimg.com/media/ErQhFP-W8AYczgA.jpg,,,,,,,[],,,,
1353294168039313409,2021-01-24 16:20:47,"No you haven't. Vaccinated is achieved after both doses. Boris Johnson sets out to deliberately mislead, with this lie. #vaccination #vaccine #COVID19 #Covid_19 #COVID #BorisJohnson",-1,NEGATIVE,NEGATIVE,1,"['deliberately mislead', 'vaccine', 'achieve', 'dose', 'lie', 'vaccine', 'vaccine', 'covid', 'covid', 'covid']",1353294168039313409,2021-01-24,16:20:47,530,384533439,jerryhicksunite,Jerry Hicks,,en,[],[],[],1.0,17.0,28.0,"['vaccination', 'vaccine', 'covid19', 'covid_19', 'covid', 'borisjohnson']",[],https://twitter.com/JerryHicksUnite/status/1353294168039313409,False,https://twitter.com/BorisJohnson/status/1353027314750263298,0.0,,,,,,,,[],,,,
1345743906705715201,2021-01-03 20:18:44,If someone is vaccinated now this person is a test object. If you know such people tell them. Spread it widely. Also none of #COVID-19 #vaccine is tested on animals. This means that people are the animals. Mengele would be happy to see how many doctors are following him even WHO.,-1.2,NEGATIVE,POSITIVE,0,"['vaccine', 'test', 'know', 'tell', 'spread', 'widely', 'covid', 'vaccine', 'animal', 'meane', 'animal', 'happy', 'see', 'follow']",1345743906705715201,2021-01-03,20:18:44,530,548632136,angelovalidiya,Dr Lidiya Angelova,,en,[],[],[],9.0,34.0,53.0,"['covid', 'vaccine']",[],https://twitter.com/angelovalidiya/status/1345743906705715201,False,https://twitter.com/angelovalidiya/status/1344397600095539201,0.0,,,,,,,,[],,,,
1345934230006726656,2021-01-04 8:55:01,"Thats 500,000 a day, said Dr. Moncef Slaoui, #OperationWarpSpeeds chief scientific adviser. Approximately 1.5 million Americans were injected with a #Vaccine for the #CCPVirus in the past 72 hours, officials said Sunday.",1.2,POSITIVE,NEGATIVE,0,"['chief', 'approximately', 'vaccine', 'houre', 'sunday']",1345934230006726656,2021-01-04,08:55:01,530,29097819,epochtimes,The Epoch Times,,en,[],['https://www.theepochtimes.com/1-5-million-americans-received-a-covid-19-vaccine-in-past-72-hours-officials_3641822.html?utm_medium=social&utm_source=twitter&utm_campaign=digitalsub'],[],40.0,45.0,162.0,"['operationwarpspeed', 'vaccine', 'ccpvirus']",[],https://twitter.com/EpochTimes/status/1345934230006726656,False,,0.0,,,,,,,,[],,,,
1360652918718926857,2021-02-13 23:41:50,West Kents Provincial Grand Master has his COVID-19 Vaccination at the Welling Westwood Masonic Centre. Have a listen to what the PGM had to say here: #westkentfreemasons #covid19 #vaccine #vaccinecentre #freemasons,0.5,POSITIVE,POSITIVE,1,"['provincial', 'grand', 'master', 'covid', 'vaccine', 'say', 'covid', 'vaccine']",1360652918718926857,2021-02-13,23:41:50,530,4849594413,westkentmasons,West Kent Freemasons,,en,[],['http://bit.ly/PGMJabWK'],['https://pbs.twimg.com/media/EuICnlRXcAYMVhn.jpg'],1.0,15.0,47.0,"['westkentfreemasons', 'covid19', 'vaccine', 'vaccinecentre', 'freemasons']",[],https://twitter.com/westkentmasons/status/1360652918718926857,False,,1.0,https://pbs.twimg.com/media/EuICnlRXcAYMVhn.jpg,,,,,,,[],,,,
1368999260767875085,2021-03-09 0:27:13,Ontario specific patient decision tool for #Covid19 #Vaccine for pregnant individuals is released!! <USER> <USER> <USER> <USER> <USER> <USER> <USER>,0.7,POSITIVE,POSITIVE,1,"['specific', 'patient', 'decision', 'tool', 'covid', 'vaccine', 'pregnant', 'individual', 'released']",1368999260767875085,2021-03-09,00:27:13,530,4301940134,drkatejmiller,Dr Kate J Miller (she/her),,en,"[{'screen_name': 'pcmch_on', 'name': 'pcmch', 'id': '3395539901'}, {'screen_name': 'ontariocollege', 'name': 'ocfp', 'id': '166677844'}, {'screen_name': 'dboycemd', 'name': 'dr debra e boyce', 'id': '595027899'}, {'screen_name': 'gowermd', 'name': 'sarah gower md', 'id': '3094656641'}, {'screen_name': 'dryosefb', 'name': 'jon barrett', 'id': '1553633706'}, {'screen_name': 'drmwalkermd', 'name': 'dr. mark walker', 'id': '703017499'}, {'screen_name': 'talibogler', 'name': 'tali bogler, md', 'id': '1019008388'}]",['http://www.pcmch.on.ca/COVID-19Vaccine/'],[],4.0,32.0,43.0,"['covid19', 'vaccine']",[],https://twitter.com/DrKateJMiller/status/1368999260767875085,False,,0.0,,,,,,,,[],,,,
1362147355458379778,2021-02-18 2:40:11,"When I get the chance and honor of meeting my friends 91 year old mother who got her second #covid19 #vaccine today, you take it! #takeyourshot <EMOJI:raising_hands><EMOJI:medium_skin_tone><EMOJI:syringe>",2,POSITIVE,POSITIVE,1,"['chance', 'honor', 'friends', 'old', 'moth', 'covid', 'vaccine', 'take']",1362147355458379778,2021-02-18,02:40:11,530,10057582,krupali,DR. KRUPALI 🇺🇸,,en,[],[],['https://pbs.twimg.com/media/EudRy_8VkAAS71Y.jpg'],1.0,1.0,37.0,"['covid19', 'vaccine', 'takeyourshot']",[],https://twitter.com/krupali/status/1362147355458379778,False,,1.0,https://pbs.twimg.com/media/EudRy_8VkAAS71Y.jpg,,,,,,,[],,,,
1355229898240045062,2021-01-30 0:32:41,"Its almost like squaring up to the big boys next door, on whom your economy and food supply relies, was a really bad idea. #UK #EU #NI #Vaccine #Covid19UK #BrexitCarnage",-1.7,NEGATIVE,POSITIVE,0,"['big boy', 'food supply', 'bad idea', 'door', 'economy', 'vaccine']",1355229898240045062,2021-01-30,00:32:41,530,157430398,turnipdodger,Mark Tucker,,en,[],[],[],1.0,1.0,24.0,"['uk', 'eu', 'ni', 'vaccine', 'covid19uk', 'brexitcarnage']",[],https://twitter.com/turnipdodger/status/1355229898240045062,False,,0.0,,,,,,,,[],,,,
1369697112728895491,2021-03-10 22:40:14,"#MediaFocus The Chinese government has been providing #vaccine assistance to over 60 countries in total, said a spokeperson for the NPC at a press conference on March 4, Sputnik reported. #COVID_19",1,POSITIVE,NEGATIVE,0,"['govern', 'vaccine', 'assistance', 'tote', 'report', 'covid']",1369697112728895491,2021-03-10,22:40:14,530,87775422,chinadaily,China Daily,,en,[],[],['https://pbs.twimg.com/media/EwIh8RcUYAAH9bU.png'],6.0,6.0,19.0,"['mediafocus', 'vaccine', 'covid_19']",[],https://twitter.com/ChinaDaily/status/1369697112728895491,False,,1.0,https://pbs.twimg.com/media/EwIh8RcUYAAH9bU.png,,,,,,,[],,,,
1355518832849416195,2021-01-30 19:40:48,Great short video in Urdu #diabetes #vaccine <USER> <USER> <USER> <USER> pls share through your networks Lots more in languages in <USER> helpful thread,0.7,POSITIVE,POSITIVE,1,"['great', 'short', 'vaccine', 'share', 'lots', 'language', 'helpful', 'thread']",1355518832849416195,2021-01-30,19:40:48,530,1011237224,nagina_j,Nagina Javaid,,en,"[{'screen_name': 'bme_dementia', 'name': 'mohammed a rauf mbe', 'id': '133862783'}, {'screen_name': 'naliarobi', 'name': 'nurjahan ali arobi', 'id': '806822658180612096'}, {'screen_name': 'shubly', 'name': 'sasha', 'id': '14375624'}, {'screen_name': 'andrewprudames', 'name': 'andrew prudames', 'id': '143761084'}, {'screen_name': 'parthaskar', 'name': 'partha kar 🇮🇳 🇬🇧🎥🏏', 'id': '95022046'}]",[],[],1.0,4.0,8.0,"['diabetes', 'vaccine']",[],https://twitter.com/nagina_j/status/1355518832849416195,False,https://twitter.com/parthaskar/status/1355130839345098755,0.0,,,,,,,,[],,,,
1363391701193138178,2021-02-21 13:04:46,TONIGHT on <USER> <EMOJI:newspaper> <USER> joins me to discuss the #FacebookNewsBan; <EMOJI:syringe> Australia's #Vaccine rollout begins; Fallout from #BrittanyHiggins' rape allegations; SPECIAL REPORT about the #MyanmarCoup; 7:45pm (AEDT) WATCH HERE:,-1.2,NEGATIVE,NEGATIVE,1,"['rape allegation', 'join', 'discuss', 'vaccine', 'rollout', 'beg', 'fallout', 'special', 'report']",1363391701193138178,2021-02-21,13:04:46,530,1241591213578317825,leo_puglisi6,Leonardo Puglisi,,en,"[{'screen_name': '6newsau', 'name': '6 news australia', 'id': '1255629140562046976'}, {'screen_name': 'travlic', 'name': 'tom ravlic fipa ffa', 'id': '26464396'}]",['https://www.youtube.com/watch?v=YoWjSvmEMfc'],[],1.0,8.0,15.0,"['facebooknewsban', 'vaccine', 'brittanyhiggins', 'myanmarcoup']",[],https://twitter.com/Leo_Puglisi6/status/1363391701193138178,False,,0.0,,,,,,,,[],,,,
1358009201960906753,2021-02-06 16:36:38,Im on my way to Watford Football Club.......for my jab! Nice one <USER> for opening your doors <EMOJI:OK_hand><EMOJI:medium-light_skin_tone> #WatfordFC #Vaccine <EMOJI:syringe>,1.6,POSITIVE,POSITIVE,1,"['nice', 'opening', 'doors', 'vaccine']",1358009201960906753,2021-02-06,16:36:38,530,19500209,rachel_doyle72,Rachel Doyle 🐝,,en,"[{'screen_name': 'watfordfc', 'name': 'watford football club', 'id': '226590250'}]",[],[],3.0,0.0,11.0,"['watfordfc', 'vaccine']",[],https://twitter.com/Rachel_Doyle72/status/1358009201960906753,False,,0.0,,,,,,,,[],,,,
1362382278584918016,2021-02-18 18:13:41,My #grandmother (that basically raised me cause my parents worked until late to assure my brother and I could go to college) turned 96 and just got her #firstshot #COVID19 #vaccine in . Now I realize how stressed Ive been. And why I love #science so much. #firstgen #firstPhD,1.2,POSITIVE,NEGATIVE,0,"['grandmother', 'basically', 'cause', 'late', 'assure', 'brother', 'covid', 'vaccine', 'realize', 'stressed', 'love']",1362382278584918016,2021-02-18,18:13:41,530,411395957,lo_zanzi,Ivan Zanoni,,en,[],[],[],3.0,3.0,122.0,"['grandmother', 'firstshot', 'covid19', 'vaccine', 'science', 'firstgen', 'firstphd']",[],https://twitter.com/Lo_Zanzi/status/1362382278584918016,False,,0.0,,,,,,,,[],,,,
1358891343049879554,2021-02-09 3:01:57,"Another successful delivery of the #Pfizer #vaccine to <USER> Well done to all involved, a team effort from start to finish. <USER> <USER> <USER> <USER> <USER> #GDP #BFGIb",2,POSITIVE,POSITIVE,1,"['well done', 'successful', 'delivery', 'vaccine', 'involve', 'effort']",1358891343049879554,2021-02-09,03:01:57,530,434776111,modgibraltar,MOD Gibraltar,,en,"[{'screen_name': 'ghaweb', 'name': 'gha', 'id': '620903515'}, {'screen_name': 'fcdogovuk', 'name': 'foreign, commonwealth & development office', 'id': '14353202'}, {'screen_name': 'royalairforce', 'name': 'royal air force', 'id': '92943533'}, {'screen_name': 'rafbrizenorton', 'name': 'raf brize norton', 'id': '589843466'}, {'screen_name': 'raf_gib', 'name': 'raf gibraltar', 'id': '416926967'}, {'screen_name': 'royalgibregt', 'name': 'royal gibraltar regiment', 'id': '596376167'}]",['https://www.gbc.gi/news/over-14000-vaccine-doses-arrive-gibraltar'],[],1.0,11.0,54.0,"['pfizer', 'vaccine', 'gdp', 'bfgib']",[],https://twitter.com/MODGibraltar/status/1358891343049879554,False,,0.0,,,,,,,,[],,,,
1375115950371057664,2021-03-25 21:32:45,"The requisite #vaccineselfie! Just got my first dose of the vaccine!! <EMOJI:syringe><EMOJI:party_popper><EMOJI:confetti_ball> Your turn! Lets get this done, yall!! #sss #vaccine #covid_19 #covidvaccine",2,POSITIVE,NEGATIVE,0,"['requisite', 'dose', 'vaccine', 'turn', 'yall', 'vaccine', 'covid']",1375115950371057664,2021-03-25,21:32:45,530,220863206,tennesseine,Tennesseine,,en,[],[],['https://pbs.twimg.com/media/ExVkkSgXEAY-97L.jpg'],19.0,8.0,151.0,"['vaccineselfie', 'ᴠᴀᴄᴄɪɴᴇssᴀᴠᴇʟɪᴠᴇs', 'vaccine', 'covid_19', 'covidvaccine']",[],https://twitter.com/Tennesseine/status/1375115950371057664,False,,1.0,https://pbs.twimg.com/media/ExVkkSgXEAY-97L.jpg,,,,,,,[],,,,
1371857270573838337,2021-03-16 21:43:55,"Very grateful for #UKaid amongst others for continuous support to #Somaliland, especially on this critical time that we need to fight #coronavirus and get to normality. #vaccine #vaccinate <USER> <USER>",2,POSITIVE,POSITIVE,1,"['grateful', 'continuous', 'support', 'critical', 'time', 'fight', 'coronavirus', 'normality', 'vaccine', 'vaccine']",1371857270573838337,2021-03-16,21:43:55,530,498868135,gobannimo,Ayan Mahamoud MBE,,en,"[{'screen_name': 'nimkoali', 'name': 'nimco ali (obe) 🔻', 'id': '255765895'}, {'screen_name': 'stuartbrownfcdo', 'name': 'stuart brown 🇬🇧', 'id': '1144908358505439232'}]",[],[],1.0,4.0,17.0,"['ukaid', 'somaliland', 'coronavirus', 'vaccine', 'vaccinate']",[],https://twitter.com/Gobannimo/status/1371857270573838337,False,https://twitter.com/StuartBrownFCDO/status/1371813371897602049,0.0,,,,,,,,[],,,,
1352620163804364802,2021-01-22 19:42:32,This is for anyone who has a fear of needles that would prevent them from getting the vaccine. Im offering a free 1-1 hypnotherapy session via Zoom to help. Message me here or email info<USER> #needlephobia #needles #vaccine #hypnotherapy,0.2,POSITIVE,POSITIVE,1,"['fear', 'needle', 'prevent', 'vaccine', 'offering', 'free', 'session', 'via', 'zoom', 'help', 'needle', 'vaccine']",1352620163804364802,2021-01-22,19:42:32,530,304334853,warrenyorkhypno,Warren York,,en,[],[],['https://pbs.twimg.com/media/EsV43fPXEAAAu0o.jpg'],2.0,9.0,19.0,"['needlephobia', 'needles', 'vaccine', 'hypnotherapy']",[],https://twitter.com/warrenyorkhypno/status/1352620163804364802,False,,1.0,https://pbs.twimg.com/media/EsV43fPXEAAAu0o.jpg,,,,,,,[],,,,
1349033098164498433,2021-01-12 22:08:49,Israel is on track to vaccinate half of its population by the end of March. This is leadership. And also how you get everyone back to work. #COVID19 #vaccine,1.6,POSITIVE,POSITIVE,1,"['vaccine', 'population', 'end', 'leadership', 'work', 'covid', 'vaccine']",1349033098164498433,2021-01-12,22:08:49,530,77845268,sheetalsheth,Sheetal Sheth,,en,[],[],[],5.0,5.0,65.0,"['covid19', 'vaccine']",[],https://twitter.com/sheetalsheth/status/1349033098164498433,False,,0.0,,,,,,,,[],,,,
1357740656483946499,2021-02-05 22:49:32,If a #vaccine study is funded by the #vaccine manufacturers then it is not really science - is it? It's advertising!,-1.7,NEGATIVE,NEGATIVE,1,"['vaccine', 'study', 'vaccine', 'manufacture', 'science', 'advertising']",1357740656483946499,2021-02-05,22:49:32,530,1287826622444220417,prachikudale,Prachi 😊,,en,[],[],[],2.0,12.0,28.0,"['vaccine', 'vaccine']",[],https://twitter.com/PrachiKudale/status/1357740656483946499,False,,0.0,,,,,,,,[],,,,
1345629238557253637,2021-01-03 12:43:05,"If all of the leading vaccines were available in India, which would you take? #COVID19 #vaccine",0.1,POSITIVE,POSITIVE,1,"['leading', 'vaccine', 'available', 'take', 'covid', 'vaccine']",1345629238557253637,2021-01-03,12:43:05,530,26830061,anjileeistwal,anjilee istwal,,en,[],[],[],18.0,9.0,28.0,"['covid19', 'vaccine']",[],https://twitter.com/anjileeistwal/status/1345629238557253637,False,,0.0,,,,,,,,[],,,,
1349067518258806784,2021-01-13 0:25:35,"Our Division Director <USER> getting his first dose of the #COVID19 #vaccine. Faculty, trainees, and staff at #UABRheumatology are getting vaccinated following guidance from <USER> <USER> <USER>",0.7,POSITIVE,POSITIVE,1,"['division', 'direct', 'dose', 'covid', 'vaccine', 'faculty', 'trainee', 'vaccine', 'follow', 'guidance']",1349067518258806784,2021-01-13,00:25:35,530,1119475308913135616,uabrheum,UAB Clinical Immunology and Rheumatology,,en,"[{'screen_name': 'kensaag', 'name': 'ken saag', 'id': '2188335046'}, {'screen_name': 'uabmedicine', 'name': 'uab medicine', 'id': '43984689'}, {'screen_name': 'uabsom', 'name': 'uab school of medicine', 'id': '52735622'}, {'screen_name': 'uabnews', 'name': 'uab', 'id': '16327689'}]",[],['https://pbs.twimg.com/media/ErjYVQIVEAM-Ns5.jpg'],0.0,1.0,24.0,"['covid19', 'vaccine', 'uabrheumatology']",[],https://twitter.com/UABRheum/status/1349067518258806784,False,,1.0,https://pbs.twimg.com/media/ErjYVQIVEAM-Ns5.jpg,,,,,,,[],,,,
1355470050992467970,2021-01-30 16:26:58,"I cannot wait to get my vaccine. First appointment cancelled as they ran out of vaccine. Second appointment, was sat in the chair ready &amp; the nurse said I need to have it in hospital as Ive had previous anaphylaxis. Bring on appointment #3. #vaccine #lightattheendofthetunnel",1.2,POSITIVE,POSITIVE,1,"['wait', 'vaccine', 'appointment', 'cancelled', 'vaccine', 'appointment', 'ready', 'hospital', 'appointment', 'vaccine']",1355470050992467970,2021-01-30,16:26:58,530,2231768836,natswoodward,Natalie Woodward,,en,[],[],[],7.0,0.0,20.0,"['vaccine', 'lightattheendofthetunnel']",[],https://twitter.com/NatsWoodward/status/1355470050992467970,False,,0.0,,,,,,,,[],,,,
1347575993490415619,2021-01-08 21:38:48,"Today we looked at the #DCProtests #Trump #Biden and the UK faux #NHS crisis, as well as the government's epic #vaccine debacle...",-1.2,NEGATIVE,POSITIVE,0,"['faux', 'crisis', 'govern', 'epic', 'vaccine', 'debacle']",1347575993490415619,2021-01-08,21:38:48,530,16936686,21wire,Patrick Henningsen,,en,[],['https://21stcenturywire.com/2021/01/08/ukc-news-dc-protests-rock-america-uks-faux-nhs-crisis-vaccine-debacle/'],[],4.0,16.0,34.0,"['dcprotests', 'trump', 'biden', 'nhs', 'vaccine']",[],https://twitter.com/21WIRE/status/1347575993490415619,False,,0.0,,,,,,,,[],,,,
