,id,created_at,tweet,sum,true_value,polarity_api_output,is_same,concept_api_output,intensity_api_output,aspect_api_output,scores,compound,comp_score,scores_text_blob,comp_score_text_blob,score_flair,comp_score_flair
10,1375851778340749313,2021-03-27 22:16:40,"Watching Brazil feels like were watching the alternate future that might have been ours from Jan on. We have to help them. My answer to what do we do with expected surplus #COVID19 #vaccine? is send it to Brazil, quickly.",-0.7,NEGATIVE,NEGATIVE,1,"['alternate', 'help', 'answer', 'expected', 'surplus', 'covid', 'vaccine', 'quickly']",-0.875,"[('watching', 'POSITIVE'), ('with', 'POSITIVE'), ('brazil', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.6369}",0.6369,POSITIVE,0.05833333333333333,POSITIVE,-0.7926,NEGATIVE
11,1361389133231517699,2021-02-16 0:27:17,This has to stop! Reject the #mRNA #COVID #vaccine! 28-Year-old Wisconsin Healthcare Worker has Aneurysm Brain Dead Five Days After Second Experimental Pfizer mRNA COVID Injection,-1.1,NEGATIVE,NEGATIVE,1,"['brain dead', 'stop', 'reject', 'covid', 'vaccine', 'old', 'healthcare', 'worker', 'aneurysm', 'experiment', 'covid', 'injection']",-0.905,"[('wisconsin', 'POSITIVE'), ('second', 'POSITIVE'), ('year', 'NEGATIVE'), ('mrna', 'NEGATIVE')]","{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.8684}",-0.8684,NEGATIVE,-0.03333333333333333,NEGATIVE,-1.0,NEGATIVE
12,1347738564688281600,2021-01-09 8:24:48,"I do believe that the Trump brigade is retreating from Twitter. I've lost about 1.5% of my followers and hopefully 95% of the anti-vaxers. To the 98.5% sticking around, I look forward to enjoying an elevated level of discourse with you all. #COVID19 #vaccine",-0.9,NEGATIVE,POSITIVE,0,"['look forward', 'believe', 'brigade', 'lost', 'follower', 'hopefully', 'vax', 'sticking', 'enjoying', 'discourse', 'covid', 'vaccine']",0.769,"[('trump', 'NEGATIVE'), ('elevated', 'NEGATIVE')]","{'neg': 0.049, 'neu': 0.823, 'pos': 0.129, 'compound': 0.5859}",0.5859,POSITIVE,0.5,POSITIVE,-0.9994,NEGATIVE
13,1353294168039313409,2021-01-24 16:20:47,"No you haven't. Vaccinated is achieved after both doses. Boris Johnson sets out to deliberately mislead, with this lie. #vaccination #vaccine #COVID19 #Covid_19 #COVID #BorisJohnson",-1.0,NEGATIVE,NEGATIVE,1,"['deliberately mislead', 'vaccine', 'achieve', 'dose', 'lie', 'vaccine', 'vaccine', 'covid', 'covid', 'covid']",-0.821,"[('both', 'NEGATIVE'), ('with', 'NEGATIVE')]","{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE,0.0,POSITIVE,-0.9976,NEGATIVE
14,1345743906705715201,2021-01-03 20:18:44,If someone is vaccinated now this person is a test object. If you know such people tell them. Spread it widely. Also none of #COVID-19 #vaccine is tested on animals. This means that people are the animals. Mengele would be happy to see how many doctors are following him even WHO.,-1.2,NEGATIVE,POSITIVE,0,"['vaccine', 'test', 'know', 'tell', 'spread', 'widely', 'covid', 'vaccine', 'animal', 'meane', 'animal', 'happy', 'see', 'follow']",0.59,"[('someone', 'POSITIVE'), ('person', 'POSITIVE'), ('people', 'POSITIVE'), ('doctors', 'POSITIVE'), ('people', 'POSITIVE'), ('mengele', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.5719}",0.5719,POSITIVE,0.24000000000000005,POSITIVE,-0.9599,NEGATIVE
15,1345934230006726656,2021-01-04 8:55:01,"Thats 500,000 a day, said Dr. Moncef Slaoui, #OperationWarpSpeeds chief scientific adviser. Approximately 1.5 million Americans were injected with a #Vaccine for the #CCPVirus in the past 72 hours, officials said Sunday.",1.2,POSITIVE,NEGATIVE,0,"['chief', 'approximately', 'vaccine', 'houre', 'sunday']",-0.769,"[('perationwarpspeeds', 'POSITIVE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,-0.325,NEGATIVE,-0.9716,NEGATIVE
16,1360652918718926857,2021-02-13 23:41:50,West Kents Provincial Grand Master has his COVID-19 Vaccination at the Welling Westwood Masonic Centre. Have a listen to what the PGM had to say here: #westkentfreemasons #covid19 #vaccine #vaccinecentre #freemasons,0.5,POSITIVE,POSITIVE,1,"['provincial', 'grand', 'master', 'covid', 'vaccine', 'say', 'covid', 'vaccine']",0.769,"[('master', 'NEGATIVE'), ('kents', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6808}",0.6808,POSITIVE,0.5,POSITIVE,0.9433,POSITIVE
17,1368999260767875085,2021-03-09 0:27:13,Ontario specific patient decision tool for #Covid19 #Vaccine for pregnant individuals is released!! <USER> <USER> <USER> <USER> <USER> <USER> <USER>,0.7,POSITIVE,POSITIVE,1,"['specific', 'patient', 'decision', 'tool', 'covid', 'vaccine', 'pregnant', 'individual', 'released']",0.82,"[('individual', 'POSITIVE'), ('ontario', 'NEGATIVE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,0.26041666666666663,POSITIVE,0.9827,POSITIVE
18,1362147355458379778,2021-02-18 2:40:11,"When I get the chance and honor of meeting my friends 91 year old mother who got her second #covid19 #vaccine today, you take it! #takeyourshot <EMOJI:raising_hands><EMOJI:medium_skin_tone><EMOJI:syringe>",2.0,POSITIVE,POSITIVE,1,"['chance', 'honor', 'friends', 'old', 'moth', 'covid', 'vaccine', 'take']",0.667,"[('meeting', 'POSITIVE'), ('year', 'NEGATIVE'), ('today', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.8221}",0.8221,POSITIVE,0.05,POSITIVE,0.9997,POSITIVE
19,1355229898240045062,2021-01-30 0:32:41,"Its almost like squaring up to the big boys next door, on whom your economy and food supply relies, was a really bad idea. #UK #EU #NI #Vaccine #Covid19UK #BrexitCarnage",-1.7,NEGATIVE,POSITIVE,0,"['big boy', 'food supply', 'bad idea', 'door', 'economy', 'vaccine']",0.769,"('food', 'POSITIVE')","{'neg': 0.115, 'neu': 0.818, 'pos': 0.067, 'compound': -0.379}",-0.379,NEGATIVE,-0.23333333333333328,NEGATIVE,-1.0,NEGATIVE
20,1369697112728895491,2021-03-10 22:40:14,"#MediaFocus The Chinese government has been providing #vaccine assistance to over 60 countries in total, said a spokeperson for the NPC at a press conference on March 4, Sputnik reported. #COVID_19",1.0,POSITIVE,NEGATIVE,0,"['govern', 'vaccine', 'assistance', 'tote', 'report', 'covid']",-0.821,"[('china', 'POSITIVE'), ('sputnik', 'POSITIVE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,0.0,POSITIVE,0.7153,POSITIVE
21,1355518832849416195,2021-01-30 19:40:48,Great short video in Urdu #diabetes #vaccine <USER> <USER> <USER> <USER> pls share through your networks Lots more in languages in <USER> helpful thread,0.7,POSITIVE,POSITIVE,1,"['great', 'short', 'vaccine', 'share', 'lots', 'language', 'helpful', 'thread']",0.7859999999999999,No aspects found,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.8555}",0.8555,POSITIVE,0.43333333333333335,POSITIVE,0.9971,POSITIVE
22,1363391701193138178,2021-02-21 13:04:46,TONIGHT on <USER> <EMOJI:newspaper> <USER> joins me to discuss the #FacebookNewsBan; <EMOJI:syringe> Australia's #Vaccine rollout begins; Fallout from #BrittanyHiggins' rape allegations; SPECIAL REPORT about the #MyanmarCoup; 7:45pm (AEDT) WATCH HERE:,-1.2,NEGATIVE,NEGATIVE,1,"['rape allegation', 'join', 'discuss', 'vaccine', 'rollout', 'beg', 'fallout', 'special', 'report']",-0.733,"[('SADNESS', 'POSITIVE'), ('SADNESS', 'NEGATIVE'), ('brittanyhiggins', 'NEGATIVE')]","{'neg': 0.13, 'neu': 0.775, 'pos': 0.095, 'compound': -0.3109}",-0.3109,NEGATIVE,0.35714285714285715,POSITIVE,-0.6272,NEGATIVE
23,1358009201960906753,2021-02-06 16:36:38,Im on my way to Watford Football Club.......for my jab! Nice one <USER> for opening your doors <EMOJI:OK_hand><EMOJI:medium-light_skin_tone> #WatfordFC #Vaccine <EMOJI:syringe>,1.6,POSITIVE,POSITIVE,1,"['nice', 'opening', 'doors', 'vaccine']",0.769,"[('football', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.4753}",0.4753,POSITIVE,0.6,POSITIVE,0.9403,POSITIVE
24,1362382278584918016,2021-02-18 18:13:41,My #grandmother (that basically raised me cause my parents worked until late to assure my brother and I could go to college) turned 96 and just got her #firstshot #COVID19 #vaccine in . Now I realize how stressed Ive been. And why I love #science so much. #firstgen #firstPhD,1.2,POSITIVE,NEGATIVE,0,"['grandmother', 'basically', 'cause', 'late', 'assure', 'brother', 'covid', 'vaccine', 'realize', 'stressed', 'love']",-0.66,"[('raised', 'POSITIVE'), ('worked', 'NEGATIVE')]","{'neg': 0.047, 'neu': 0.824, 'pos': 0.129, 'compound': 0.6369}",0.6369,POSITIVE,0.13333333333333333,POSITIVE,0.9999,POSITIVE
25,1358891343049879554,2021-02-09 3:01:57,"Another successful delivery of the #Pfizer #vaccine to <USER> Well done to all involved, a team effort from start to finish. <USER> <USER> <USER> <USER> <USER> #GDP #BFGIb",2.0,POSITIVE,POSITIVE,1,"['well done', 'successful', 'delivery', 'vaccine', 'involve', 'effort']",0.871,"[('team', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.7096}",0.7096,POSITIVE,0.75,POSITIVE,0.9997,POSITIVE
26,1375115950371057664,2021-03-25 21:32:45,"The requisite #vaccineselfie! Just got my first dose of the vaccine!! <EMOJI:syringe><EMOJI:party_popper><EMOJI:confetti_ball> Your turn! Lets get this done, yall!! #sss #vaccine #covid_19 #covidvaccine",2.0,POSITIVE,NEGATIVE,0,"['requisite', 'dose', 'vaccine', 'turn', 'yall', 'vaccine', 'covid']",-0.821,"[('done', 'POSITIVE'), ('first', 'NEGATIVE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,0.762939453125,POSITIVE,0.9999,POSITIVE
27,1371857270573838337,2021-03-16 21:43:55,"Very grateful for #UKaid amongst others for continuous support to #Somaliland, especially on this critical time that we need to fight #coronavirus and get to normality. #vaccine #vaccinate <USER> <USER>",2.0,POSITIVE,POSITIVE,1,"['grateful', 'continuous', 'support', 'critical', 'time', 'fight', 'coronavirus', 'normality', 'vaccine', 'vaccine']",0.769,No aspects found,"{'neg': 0.148, 'neu': 0.692, 'pos': 0.16, 'compound': 0.1125}",0.1125,POSITIVE,0.06666666666666667,POSITIVE,0.9767,POSITIVE
28,1352620163804364802,2021-01-22 19:42:32,This is for anyone who has a fear of needles that would prevent them from getting the vaccine. Im offering a free 1-1 hypnotherapy session via Zoom to help. Message me here or email info<USER> #needlephobia #needles #vaccine #hypnotherapy,0.2,POSITIVE,POSITIVE,1,"['fear', 'needle', 'prevent', 'vaccine', 'offering', 'free', 'session', 'via', 'zoom', 'help', 'needle', 'vaccine']",0.769,"[('getting', 'POSITIVE'), ('hypnotherapy', 'POSITIVE'), ('SADNESS', 'NEGATIVE')]","{'neg': 0.074, 'neu': 0.762, 'pos': 0.164, 'compound': 0.4404}",0.4404,POSITIVE,0.4,POSITIVE,-0.9994,NEGATIVE
29,1349033098164498433,2021-01-12 22:08:49,Israel is on track to vaccinate half of its population by the end of March. This is leadership. And also how you get everyone back to work. #COVID19 #vaccine,1.6,POSITIVE,POSITIVE,1,"['vaccine', 'population', 'end', 'leadership', 'work', 'covid', 'vaccine']",0.769,No aspects found,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,-0.08333333333333333,NEGATIVE,0.9961,POSITIVE
30,1357740656483946499,2021-02-05 22:49:32,If a #vaccine study is funded by the #vaccine manufacturers then it is not really science - is it? It's advertising!,-1.7,NEGATIVE,NEGATIVE,1,"['vaccine', 'study', 'vaccine', 'manufacture', 'science', 'advertising']",-0.894,"[('then', 'NEGATIVE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,-0.125,NEGATIVE,-0.9996,NEGATIVE
31,1345629238557253637,2021-01-03 12:43:05,"If all of the leading vaccines were available in India, which would you take? #COVID19 #vaccine",0.1,POSITIVE,POSITIVE,1,"['leading', 'vaccine', 'available', 'take', 'covid', 'vaccine']",0.769,"[('vaccine', 'POSITIVE'), ('india', 'NEGATIVE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,0.4,POSITIVE,0.5769,POSITIVE
32,1349067518258806784,2021-01-13 0:25:35,"Our Division Director <USER> getting his first dose of the #COVID19 #vaccine. Faculty, trainees, and staff at #UABRheumatology are getting vaccinated following guidance from <USER> <USER> <USER>",0.7,POSITIVE,POSITIVE,1,"['division', 'direct', 'dose', 'covid', 'vaccine', 'faculty', 'trainee', 'vaccine', 'follow', 'guidance']",0.871,"[('getting', 'POSITIVE'), ('first', 'NEGATIVE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,POSITIVE,0.125,POSITIVE,-0.9772,NEGATIVE
33,1355470050992467970,2021-01-30 16:26:58,"I cannot wait to get my vaccine. First appointment cancelled as they ran out of vaccine. Second appointment, was sat in the chair ready &amp; the nurse said I need to have it in hospital as Ive had previous anaphylaxis. Bring on appointment #3. #vaccine #lightattheendofthetunnel",1.2,POSITIVE,POSITIVE,1,"['wait', 'vaccine', 'appointment', 'cancelled', 'vaccine', 'appointment', 'ready', 'hospital', 'appointment', 'vaccine']",0.769,"[('first', 'POSITIVE'), ('second', 'POSITIVE'), ('chair', 'POSITIVE'), ('rana', 'NEGATIVE')]","{'neg': 0.043, 'neu': 0.903, 'pos': 0.054, 'compound': 0.128}",0.128,POSITIVE,0.07083333333333333,POSITIVE,-0.9761,NEGATIVE
34,1347575993490415619,2021-01-08 21:38:48,"Today we looked at the #DCProtests #Trump #Biden and the UK faux #NHS crisis, as well as the government's epic #vaccine debacle...",-1.2,NEGATIVE,POSITIVE,0,"['faux', 'crisis', 'govern', 'epic', 'vaccine', 'debacle']",0.8320000000000001,"[('well', 'POSITIVE')]","{'neg': 0.156, 'neu': 0.763, 'pos': 0.08, 'compound': -0.4588}",-0.4588,NEGATIVE,0.1,POSITIVE,-0.9989,NEGATIVE
35,1359548657347948549,2021-02-10 22:33:53,#Breaking Canadian PM <USER> called India PM <USER> seeking help with Covid vaccine. Climate change and the global economic recovery also discussed. #COVID19 #Coronavirus #vaccine #India #Canada,0.4,POSITIVE,POSITIVE,1,"['economic recovery', 'help', 'covid', 'vaccine', 'clime', 'change', 'discuss', 'covid', 'coronavirus', 'vaccine']",0.769,"[('seeking', 'POSITIVE'), ('also', 'POSITIVE'), ('with', 'NEGATIVE'), ('global', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4019}",0.4019,POSITIVE,0.1,POSITIVE,-0.9756,NEGATIVE
36,1362731479214788613,2021-02-19 17:21:17,Congratulations to <USER> and all of our partners and collaborators who have contributed to this work! A significant first step in untangling the #HCV jungle. <EMOJI:palm_tree><EMOJI:evergreen_tree><EMOJI:deciduous_tree><USER> <USER> <USER> <USER> <USER> #vaccine,2.0,POSITIVE,POSITIVE,1,"['step in', 'congratulations', 'collaborator', 'work', 'significant', 'untangle', 'jungle', 'vaccine']",0.769,"[('first', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.7177}",0.7177,POSITIVE,0.3125,POSITIVE,0.9997,POSITIVE
37,1370536654360866816,2021-03-13 6:16:16,"Got my first dose of vaccine today. Get yours when it's your turn, and help fight against Covid! #vaccine #thankyouBiden",2.0,POSITIVE,POSITIVE,1,"['dose', 'vaccine', 'turn', 'help', 'fight', 'covid', 'vaccine']",0.769,"[('first', 'NEGATIVE'), ('when', 'NEGATIVE')]","{'neg': 0.11, 'neu': 0.763, 'pos': 0.127, 'compound': 0.1007}",0.1007,POSITIVE,0.3125,POSITIVE,0.9997,POSITIVE
38,1346058139808968704,2021-01-04 17:07:23,Kicking off the new year with the publication of my latest #MGIA paper in <USER> Vaccines With the support of <USER> and <USER> we adapted the assay for use with NHP samples as a #3Rs #refinement to early #TB #vaccine efficacy testing. 1/2,0.9,POSITIVE,POSITIVE,1,"['kick off', 'new', 'latest', 'vaccine', 'support', 'adapted', 'assay', 'sample', 'refinement', 'early', 'vaccine', 'efficacy', 'testing']",0.655,"('pub', 'POSITIVE')","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4019}",0.4019,POSITIVE,0.24545454545454545,POSITIVE,0.9976,POSITIVE
39,1374029741972463620,2021-03-22 21:36:33,"Had Mulroney not privatized, sold Connaught in 80's we could have made #vaccine. Had Harper not cut research council grants for, oh, VACCINE research, we could have vaccines. Had your dumb govt not stuffed freezers instead of arms with doses, less people would have died. Nitwit.",-2.0,NEGATIVE,NEGATIVE,1,"['privatize', 'vaccine', 'cut', 'research', 'grants', 'vaccine', 'research', 'vaccine', 'dumb', 'stead', 'dose', 'died', 'nitwit']",-0.782,"[('mulroney', 'POSITIVE'), ('harper', 'POSITIVE'), ('council', 'POSITIVE'), ('freezer', 'NEGATIVE'), ('with', 'NEGATIVE'), ('people', 'NEGATIVE')]","{'neg': 0.131, 'neu': 0.778, 'pos': 0.091, 'compound': -0.6264}",-0.6264,NEGATIVE,-0.2708333333333333,NEGATIVE,-0.9998,NEGATIVE
40,1369284571532042243,2021-03-09 19:20:56,My mam is very conflicted. If she gets the #vaccine she will be #covid free but she will also have 16 grandkids calling and wrecking her nice house,-0.9,NEGATIVE,NEGATIVE,1,"['conflict', 'vaccine', 'covid', 'free', 'call', 'wreck', 'nice', 'house']",-0.835,"[('mama', 'NEGATIVE'), ('grandkids', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.705}",0.705,POSITIVE,0.4000000000000001,POSITIVE,-0.9999,NEGATIVE
41,1370775282290995204,2021-03-13 22:04:29,"Thank you to all the healthcare workers, scientists, first responders and front line workers who got us through the past year! So happy to get our first dose of the Moderna vaccine! #covid #vaccine",2.0,POSITIVE,POSITIVE,1,"['thank', 'healthcare', 'responder', 'happy', 'dose', 'vaccine', 'covid', 'vaccine']",0.769,"[('moderna', 'POSITIVE'), ('first', 'NEGATIVE'), ('first', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.7951}",0.7951,POSITIVE,0.2625,POSITIVE,0.9998,POSITIVE
42,1353582924109500416,2021-01-25 11:28:12,I am ready to roll. On tonights show you will hear from <USER> also tonight <USER> on #vaccine LISTEN TO <USER> AT 6pm live #Auspol,0.4,POSITIVE,POSITIVE,1,"['ready to', 'roll', 'show', 'hear', 'vaccine', 'live']",0.551,"[('tonight', 'POSITIVE')]","{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.3612}",0.3612,POSITIVE,0.16818181818181818,POSITIVE,0.9897,POSITIVE
43,1374157867637432326,2021-03-23 6:05:40,"Thank you science, thank you Sigler Pharmacy, and thank you Theater Lawrence for the amazing <EMOJI:white_medium_star> sticker! #science #vaccine #GetVaccinated",2.0,POSITIVE,POSITIVE,1,"['thank', 'science', 'thank', 'pharmacy', 'thank', 'amazing', 'sticker', 'vaccine']",0.769,"[('sigler', 'NEGATIVE')]","{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.8908}",0.8908,POSITIVE,0.7500000000000001,POSITIVE,0.9698,POSITIVE
44,1362790043757260801,2021-02-19 21:14:00,What keeps people from getting the vaccination is their misunderstanding (infodemics) or just not knowing or hearing about other peoples response. Today teta received the <USER> #COVID19 #vaccine ! #VaccinesSaveLives so #trustinscience,-0.2,NEGATIVE,NEGATIVE,1,"['keeps', 'vaccine', 'misunderstanding', 'knowe', 'peoples', 'response', 'covid', 'vaccine']",-0.66,"[('vaccine', 'NEGATIVE'), ('what', 'POSITIVE'), ('getting', 'POSITIVE'), ('about', 'NEGATIVE')]","{'neg': 0.093, 'neu': 0.907, 'pos': 0.0, 'compound': -0.4753}",-0.4753,NEGATIVE,-0.15625,NEGATIVE,-0.9972,NEGATIVE
45,1355471682694225921,2021-01-30 16:33:27,Its not a coincidence that most of the people I know who have spoken out about being anti vaccine or anti mask are in the very privileged position of never having had a life threatening illness or severely compromised immune system. #vaccine #covid #shielding,-0.7,NEGATIVE,NEGATIVE,1,"['privileged position', 'life threatening', 'coincidence', 'know', 'spoken', 'vaccine', 'mask', 'illness', 'severely', 'compromised', 'immune', 'system', 'vaccine', 'covid']",-0.74,"[('having', 'NEGATIVE'), ('about', 'NEGATIVE')]","{'neg': 0.258, 'neu': 0.64, 'pos': 0.102, 'compound': -0.8078}",-0.8078,NEGATIVE,0.35,POSITIVE,0.9956,POSITIVE
