,id,tweet
19,1345934230006726656,"Thats 500,000 a day, said Dr. Moncef Slaoui, #OperationWarpSpeeds chief scientific adviser. Approximately 1.5 million Americans were injected with a #Vaccine for the #CCPVirus in the past 72 hours, officials said Sunday."
20,1359788707780448257,"#Serbia well diversified on the #vaccine front. Half a million doses of #Sinopharm arrived from #China yesterday. 88,000 of #Pfizer and 125,000-150,000 of #AstraZeneca expected in next ten days. More #SputnikV on its way from #Russia."
21,1360652918718926857,West Kents Provincial Grand Master has his COVID-19 Vaccination at the Welling Westwood Masonic Centre. Have a listen to what the PGM had to say here: #westkentfreemasons #covid19 #vaccine #vaccinecentre #freemasons
22,1368999260767875085,Ontario specific patient decision tool for #Covid19 #Vaccine for pregnant individuals is released!! <USER> <USER> <USER> <USER> <USER> <USER> <USER>
23,1362147355458379778,"When I get the chance and honor of meeting my friends 91 year old mother who got her second #covid19 #vaccine today, you take it! #takeyourshot <EMOJI:raising_hands><EMOJI:medium_skin_tone><EMOJI:syringe>"
24,1355229898240045062,"Its almost like squaring up to the big boys next door, on whom your economy and food supply relies, was a really bad idea. #UK #EU #NI #Vaccine #Covid19UK #BrexitCarnage"
25,1369697112728895491,"#MediaFocus The Chinese government has been providing #vaccine assistance to over 60 countries in total, said a spokeperson for the NPC at a press conference on March 4, Sputnik reported. #COVID_19"
26,1347548987780460545,Please read this important information regarding the #Coronavirus #Vaccine <EMOJI:police_car_light> Keep yourself and relatives safe and stay vigilant from scammers. If you think you may have been affected contact <USER> <EMOJI:exclamation_mark>
27,1368909636787703816,"when its getting so complicated because there are so many categories and differences between jurisdictions, its time to just open up the #vaccine to everyone who wants it. <USER> #Coronavirus #COVID19"
28,1355518832849416195,Great short video in Urdu #diabetes #vaccine <USER> <USER> <USER> <USER> pls share through your networks Lots more in languages in <USER> helpful thread
29,1363391701193138178,TONIGHT on <USER> <EMOJI:newspaper> <USER> joins me to discuss the #FacebookNewsBan; <EMOJI:syringe> Australia's #Vaccine rollout begins; Fallout from #BrittanyHiggins' rape allegations; SPECIAL REPORT about the #MyanmarCoup; 7:45pm (AEDT) WATCH HERE:
30,1358009201960906753,Im on my way to Watford Football Club.......for my jab! Nice one <USER> for opening your doors <EMOJI:OK_hand><EMOJI:medium-light_skin_tone> #WatfordFC #Vaccine <EMOJI:syringe>
31,1362382278584918016,My #grandmother (that basically raised me cause my parents worked until late to assure my brother and I could go to college) turned 96 and just got her #firstshot #COVID19 #vaccine in . Now I realize how stressed Ive been. And why I love #science so much. #firstgen #firstPhD
32,1358891343049879554,"Another successful delivery of the #Pfizer #vaccine to <USER> Well done to all involved, a team effort from start to finish. <USER> <USER> <USER> <USER> <USER> #GDP #BFGIb"
33,1375115950371057664,"The requisite #vaccineselfie! Just got my first dose of the vaccine!! <EMOJI:syringe><EMOJI:party_popper><EMOJI:confetti_ball> Your turn! Lets get this done, yall!! #sss #vaccine #covid_19 #covidvaccine"
34,1351218916991893505,# : #_19 U.S. Ambassador to the Kingdom of Saudi Arabia Abizaid comments today #COVID19 #vaccine #SaudiArabia #_
35,1371857270573838337,"Very grateful for #UKaid amongst others for continuous support to #Somaliland, especially on this critical time that we need to fight #coronavirus and get to normality. #vaccine #vaccinate <USER> <USER>"
36,1353875661845311488,"Have questions about how to sign up for the #COVID #vaccine? Many people do. CDPHE has created a vaccine hotline open M-F from 9a-5p where you can get your questions answered. On Feb, 1, they will operate 24/7. The number to call is 303-389-1687 or toll-free at 1-877-268-2926."
37,1352620163804364802,This is for anyone who has a fear of needles that would prevent them from getting the vaccine. Im offering a free 1-1 hypnotherapy session via Zoom to help. Message me here or email info<USER> #needlephobia #needles #vaccine #hypnotherapy
38,1349033098164498433,Israel is on track to vaccinate half of its population by the end of March. This is leadership. And also how you get everyone back to work. #COVID19 #vaccine
39,1357740656483946499,If a #vaccine study is funded by the #vaccine manufacturers then it is not really science - is it? It's advertising!
40,1345629238557253637,"If all of the leading vaccines were available in India, which would you take? #COVID19 #vaccine"
41,1349067518258806784,"Our Division Director <USER> getting his first dose of the #COVID19 #vaccine. Faculty, trainees, and staff at #UABRheumatology are getting vaccinated following guidance from <USER> <USER> <USER>"
42,1355470050992467970,"I cannot wait to get my vaccine. First appointment cancelled as they ran out of vaccine. Second appointment, was sat in the chair ready &amp; the nurse said I need to have it in hospital as Ive had previous anaphylaxis. Bring on appointment #3. #vaccine #lightattheendofthetunnel"
43,1347575993490415619,"Today we looked at the #DCProtests #Trump #Biden and the UK faux #NHS crisis, as well as the government's epic #vaccine debacle..."
44,1346791931800649728,Senior #IOC member #RicahrdPound claimed there would not be a public outcry if athletes were prioritised for the #coronavirus #vaccine to ensure the <USER> #Olympics and #Paralympics could take place #Tokyo2020 #Japan <USER>
45,1359548657347948549,#Breaking Canadian PM <USER> called India PM <USER> seeking help with Covid vaccine. Climate change and the global economic recovery also discussed. #COVID19 #Coronavirus #vaccine #India #Canada
46,1344992897448497154,<USER> <USER> Was it the moment we were told who would be 'in charge' of the #vaccine rollout?
47,1361767370373660686,"Today's #COVID19_WI update, and a reminder. Our #vaccine data page is also updated, and we are reporting 40% of the 65 and older population has received at least one dose. Take a look:"
48,1362731479214788613,Congratulations to <USER> and all of our partners and collaborators who have contributed to this work! A significant first step in untangling the #HCV jungle. <EMOJI:palm_tree><EMOJI:evergreen_tree><EMOJI:deciduous_tree><USER> <USER> <USER> <USER> <USER> #vaccine
49,1370536654360866816,"Got my first dose of vaccine today. Get yours when it's your turn, and help fight against Covid! #vaccine #thankyouBiden"
50,1346058139808968704,Kicking off the new year with the publication of my latest #MGIA paper in <USER> Vaccines With the support of <USER> and <USER> we adapted the assay for use with NHP samples as a #3Rs #refinement to early #TB #vaccine efficacy testing. 1/2
51,1374029741972463620,"Had Mulroney not privatized, sold Connaught in 80's we could have made #vaccine. Had Harper not cut research council grants for, oh, VACCINE research, we could have vaccines. Had your dumb govt not stuffed freezers instead of arms with doses, less people would have died. Nitwit."
52,1369284571532042243,My mam is very conflicted. If she gets the #vaccine she will be #covid free but she will also have 16 grandkids calling and wrecking her nice house
53,1370775282290995204,"Thank you to all the healthcare workers, scientists, first responders and front line workers who got us through the past year! So happy to get our first dose of the Moderna vaccine! #covid #vaccine"
54,1353582924109500416,I am ready to roll. On tonights show you will hear from <USER> also tonight <USER> on #vaccine LISTEN TO <USER> AT 6pm live #Auspol
55,1374157867637432326,"Thank you science, thank you Sigler Pharmacy, and thank you Theater Lawrence for the amazing <EMOJI:white_medium_star> sticker! #science #vaccine #GetVaccinated"
56,1362790043757260801,What keeps people from getting the vaccination is their misunderstanding (infodemics) or just not knowing or hearing about other peoples response. Today teta received the <USER> #COVID19 #vaccine ! #VaccinesSaveLives so #trustinscience
57,1355471682694225921,Its not a coincidence that most of the people I know who have spoken out about being anti vaccine or anti mask are in the very privileged position of never having had a life threatening illness or severely compromised immune system. #vaccine #covid #shielding
58,1347139521398386688,"This is my son, a young hospital doctor in London who was on Covid frontline when it all blew up in March.He got his vaccination yesterday.Pic on left shows what he (and colleagues) wore when treating patients. Am I allowed to say Im a proud mama? #NHS #Pfizervaccine #vaccine"
59,1353367120805912578,"Strong words from Dr <USER> - I won't get myself vaccinated with ( Bharat Biotech's) Covaxin, he says. It is puzzling and wrong to have green-lighted the vaccine without Phase III data being made available. A must watch. #Covaxin #Covid_19 #vaccine"
60,1354186238714990592,Seattle Fire is on the move today! Theyre vaccinating older residents in low income group housing. Residents we talked with are excited &amp; grateful to have the #COVID #vaccine come to them! Many challenges w/ supply &amp; variants - but smiles and laughs all around today. #KIRO7
61,1375235563788374026,POETRY READING has risen from the lockdown w/ <USER> new book #AmericanDivine. My first public event in a year. #poetry #nyc #vaccine
62,1363521443527557125,"The #COVID19 Dashboard has now been updated: On Sunday 21 February 2021, 9,834 new cases and 215 deaths within 28 days of a positive test were reported across the UK. A total of 17,582,121 people have now received the first dose of a #vaccine."
63,1353747837293637634,If you work in #socialcare and have any questions about the #Covid #vaccine come and join this free webinar. <USER> &amp; Dr Syed Ahmed.
64,1376447797109604354,UK to remind Brussels that British taxpayers paid for AstraZeneca vaccine The UK will tell the EU this week it must consider the millions of pounds British taxpayers spent on the creation of the #Oxford University/#AstraZeneca jab #AstraVaccine #Vaccine
65,1355277793236496386,"My mum had her #AstraZeneca #Oxford vaccination today. She came past in the car and rolled down the window (electric). For the first time in months she looked happy, she was beaming and full of hope. Hard for me not to <EMOJI:crying_face> (dad is Tuesday) #vaccine"
66,1355504027937755137,Observational data from Israel: First dose of <USER> #mRNA #COVID19 #vaccine associated with ~51% reduction in PCR-confirmed #SARSCoV2 infections at 13 to 24 days after immunization compared to the rate during the first 12 days [pre-print]
67,1350164268713345024,"My great uncle, John Boyd, is one of the oldest veterans in Canada. He's 107 years old! He got his second COVID-19 vaccine from another veteran. I hope we continue to see good news stories like this. #COVID19 #vaccine"
68,1361412061499187207,Brian Adcock: Road signs to remind #BorisJohnson not to do what he has done so often in the past. #lockdown #COVID19 #Covid_19 #vaccine - - political cartoon gallery in London
69,1371218724359839746,One hour and ten minutes for the entire #vaccine thing. Id say thats pretty okay and good. No major complaints. And that concludes todays #livetweet of my poke in the arm. #vaccne #yyc #COVID19AB
70,1360790656092889089,Update. It has been 8 hours since I received my 2nd #Covid vaccine. My arm is still sore but that is not a big deal. I did get very tired &amp; had to take a nap for about 2 hours. I feel ok now but I am still very fatigued. Keep in mind I am a runner &amp; in pretty good shape. #vaccine
71,1367909951461548044,It was great to be asked by <USER> to be part of this #nhs clip encouraging people w/ health conditions like #ckd to #getthejab but CHECK OUT MY CLOTHES PEG FILM STUDIO <EMOJI:rolling_on_the_floor_laughing><EMOJI:rolling_on_the_floor_laughing> #BehindtheScenes #COVID19 #vaccine #remotefilming
72,1352924110205014017,"2 Signatures of Deepak Marawi, #vaccine trial participant who died in Bhopal one from Ration card, from ""Informed consent"" do check! <USER> we are waiting for the viscera report also <USER> <USER> <USER> <USER> <USER> <USER> <USER>"
73,1368888956478193666,Sitting in the car park of the NHS #vaccination centre while my other half (an SEN teacher) gets his #covid #vaccine is the most optimistic and grateful Ive felt in a while.
74,1372892159016370178,"Never miss a good opportunity to write about #compositeprocedures <EMOJI:smiling_face_with_heart-eyes> Here a blog post on #COVID19 #vaccine and #vaccineshortage (#astrazenecavaccine) in the EU, and Italy's decision to block an export destined to #Australia : <USER> <USER>"
75,1367158529505824770,"I'm thrilled to share this fantastic news, as two rivals are collaborating to speed up the #vaccine timeline by nearly two months!"
76,1364770679137079296,"So I have developed fever, throat pain, body ache, weakness, heaviness in chest, nausea after the #vaccine Please tell me all this happens. Dr only said fever and nausea. #COVID19Vaccine #Covishield #CovishieldVaccine"
77,1348806243238887425,Huge! #Vaccine rollout begins. First batch of #Covishield #Vaccines leaves #SerumInstituteofIndia for various locations in #India.
78,1367597734266601474,"This #HPV Awareness Day, Dr. Andrew Kung shares the facts about the HPV #vaccine and why it's so important to get the vaccine to prevent cancer."
79,1375407811119742979,Really important message from <USER> on the importance of Behavioural Science. Early results from our covid vaccination research show that trust is a significant predictor of Covid vaccination. #COVID19 #vaccine <USER> <USER> <USER> <USER> <USER>
80,1371612689395560452,Lil' Chippy just informed me that he wants to hold my hand when I get my #vaccine tomorrow. <EMOJI:red_heart> #Cleveland #shihtzu
81,1358460604256813061,Many countries in the world dont have access to ultra-cold chain equipment. <USER> <USER> explains the importance of transport and logistics in distributing a new #COVID19 #vaccine. Learn how the <USER> is helping. #ResilientRecovery
82,1348240446053634059,Hugely disappointed by <USER> : our Slovakian hospitals were not good enough for you to deliver your baby but you happily pushed your way up the queue to accept #C-19 #vaccine knowing how many doctors and nurses are still in the waiting line ! Shameful ! #COVIDVaccination
83,1347500652465852416,Is our PM taking the vaccine himself? He must take it immediately to boost public confidence in the #vaccine
84,1353742848772943875,"NEW: Here's now the speed of #Vaccine rollout looks across the UK. England and Wales still lead - but #Wales has dropped slightly because of the snow - while every nation has had a ""weekend lag"". Northern Ireland keep dropping on the rolling average of total vaccinations."
85,1376555638256377856,Had To Document It As Proof <EMOJI:grimacing_face> It didn't even hurt drawing blood hurt more! #Vaccine
86,1358398861086232578,"Did you get the message from Chinese #PLA's #vaccine donation to #Pakistan's army? ""When brothers come together, there is nothing they cannot achieve"" China-Pakistan dosti zindabad via <USER> #CPEC #BRI <USER> <USER> <USER> <USER> <USER> <USER>"
87,1354380045826060288,"Since this all started mums knitted about 16 hats, 3 tank tops, 6 jumpers, a scarf and even had a go at a few masks. Vaccination time comes and first thing she says is Im not good with needles #vaccine #mum #knitting #crafts #lockdown"
88,1375511328161329153,Cst. Mike Bamford is just one of many <USER> employees who welcomed the chance to get their #COVID19 #vaccine as part of clinics for first responders. #GetYourShot
89,1355580401239158784,Chris Riddell on people dying as AstraZeneca and the EU clash #EUVaccineRow #AstraZenecaContract #COVID19 #Vaccine #EU political cartoon gallery in London
90,1375365337923850241,Deputy PM Vu Duc Dam reportedly received his 2nd jab of domestically produced #Nanocovax. He is one of 560 people who voluntarily take part in human trials of the #COVID19 #vaccine. Nanocovax is expected to be given the green light for production in 3rd quarter of 2021 #Vietnam
91,1366045136338247680,"""The 2010 constitiution was a revolution in itself. Now it's being torn to pieces.. #LindaKatiba #RejectBBI #vaccine"
92,1346875745495355393,"The #Ossoff &amp; #Warnock victories in Georgia put the #Democrats in the #Senate driver's seat &amp; make it possible to implement the <USER> agenda in 2021. Who made this happen? STACEY ABRAMS. I say put Stacey in charge of everything, starting with the #COVID19 #vaccine rollout."
93,1355084682283671565,#vaccine creation procurement and manufacture is a U.K. success story. This didnt just happen. Well played #KateBingham. Appointed by #Boris but hounded at every step by <USER> <USER> <USER> #Novavax #oxfordvaccine FEBRUARY! Were we late!?
94,1350874138026639360,"Brazil's got the very first person vaccinated RIGHT NOW, live on tv. We are celebrating as if it were The World Cup final. #COVID19 #vaccine #Brazil"
95,1352619924166856708,#CovidDialogues: <USER> &amp; <USER> Nobel Laureate Esther Duflo joins <USER> <USER> #Haryana's <USER> #TamilNadu's Girija Vaidyanathan &amp; <USER> Santosh Mathew to discuss ways to boost #vaccine uptake in India amid #COVID19:
96,1348700976333647874,2.6 million jabs is a great achievement. But surprised journos at the Downing St briefing didnt press Matt Hancock about the supply of the vaccine after he hinted it may be a problem in reaching the mid Feb target. #COVID19 #Vaccine
97,1358751428240637953,Did you know who first came up with vaccines??? Well our curious supported living tenant wanted to know so with the help of the Craft Centre Staff they researched it and came up with the following..... #vaccine #covid19 #liveisforliving #edwardjenner #AstraZeneca
98,1367517055579271168,"19/ Some have asked: have you gotten or do you plan to get the #Covid19Vaccine? Yes; in fact, I received shot #1 of <USER> on Monday. I'm part of a study looking at #vaccine response of people who already had #COVID19. More here:"
99,1370013093498126344,"Thanks to the excellent functioning of #CamAPS algorithm working to keep glucose in range, the #Covid19 <USER> #vaccine <EMOJI:syringe> hasn't had an impact on <USER> #diabetes management <EMOJI:speaking_head> ""Bad head and aching muscles. At least the diabetes is under control."" #GBDoc #t1d"
100,1352866715193864194,"First batch of 600,000 Covid19 vaccine vials will be brought to Sri Lanka from India on the 27th of January - President <EMOJI:handshake> #SriLanka #India #COVID19 #CovidVaccine #Covid_19 #COVID19Vaccination #coronavirus #CoronavirusVaccine #vaccine <USER> <USER>"
101,1351647337404366848,Just got a text from my sister. Mom got her #COVID #vaccine just now. Yea!!!!
102,1347524458760843264,"More encouraging #ChemVsCOVID news, with the approval of a third #vaccine in the UK. It's an mRNA vaccine, produced by <USER> - which works in a similar way to the <USER> / <USER> vaccine approved in December #CovidVaccine #COVID19 #vaccination"
103,1364975015029075968,"On 24 February 448,962 1st doses<EMOJI:syringe> were administered across the UK <EMOJI:chart_increasing>37% day on day rate increase <EMOJI:chart_decreasing>7% week on week rate decrease <EMOJI:chart_decreasing>7-day average of 324,108 (down from 328,843) Slowly recovering to levels expected based on historical weekly patterns #vaccine #COVID19"
104,1374035646797516808,Encouraged by the data released by AstraZeneca regarding their #COVID19 #vaccine. Hopeful that this will be yet another resource in the fight to end this pandemic.
105,1371898486896099334,This was never a decision taken by #European countries on medical grounds; it was always a decision taken on political grounds and hang their poor populations suffering from a desperate shortage of #vaccine.
106,1363146542790623237,"Grateful to <USER> and <USER> after receiving my 2nd Covid jab, helping to protect the patients on <USER> Great organisation by <USER> Sporting my merchandise for <USER> and <USER> #covid #vaccine #neonatalnurse #mannurse #sisterpaul #skint #taron."
107,1373031082564665345,"Today I implanted a defibrillator into a man who'd had a recent cardiac arrest. The event had occurred at a healthcare facility where he was waiting in line for his #COVID19 #vaccine. His life was saved by attending for vaccination. Yours could be, too (but less dramatically)."
108,1365209864377614336,"1/ ANTI-CHINESE RACISM &amp; VACCINE HESITANCY IN AFRICA No way Im taking that China vaccine, is a phrase Ive heard tons in #Zimbabwe from friends, family, &amp; HCWs, after 200,000 doses of the #Sinopharm #vaccine arrived from China last week. TLDR-this is racism. Get vaccinated."
109,1374930176807559174,Round 1 in the books (actually in my arm). #Vaccine @ Hometown Pharmacy Corsicana
110,1359141753270411264,A single dose of #vaccine administered to individuals who tested positive for #SARSCoV2 conferred an antibody response equal to or greater than that observed after the second dose in individuals not previously infected with the #coronavirus. #COVID19
111,1346934734933393408,First dose of vaccine in! Well done <USER> for such an efficient first day of vaccinations. Delighted to get the vaccine and be better able to protect I care for and about. #HoldFirm #vaccine
112,1347159694457139200,So <USER> and I are thinking of a new study Face and arm photograph /selfie use during/post vaccination to achieve higher #COVID19 vaccine efficacy: an international multicentre randomized controlled trial Who is in? <EMOJI:face_with_tears_of_joy> #medtwitter #pfizer #vaccine #selfie #radtwitter
113,1352261535612080128,Why am I so low on the totem pole <USER> Highest risk self isolation/quarantine while not knowing how long I will live with a terminal dx has been lonely and harder on me than a moderately at risk senior citizen. When will Phase2 happen? #lcsm #lungcancer #vaccine #COVID19
114,1360262984585592832,"On 11 February 503,116 1st doses<EMOJI:syringe> were administered across the UK <EMOJI:chart_increasing>12% day on day rate increase <EMOJI:chart_increasing>5% week on week rate decrease <EMOJI:chart_increasing>7-day average of 434,454 (up from 431,232) Daily rate above half a million doses for the third time since the start of the rollout<EMOJI:thumbs_up> #vaccine"
115,1351610886247604225,".<USER> asked <USER> CEO if the state could buy #Vaccine doses directly from the drugmaker, saying that the #TrumpAdministration failed to release enough doses to his state."
116,1347216035938754565,Here we go again! Back to the vaccine site this morning ~ what lovely surroundings we have in Haywards Heath <EMOJI:sun>Perrymount Hall formerly known as Clair Hall ~ soon to be reverting back to Clair Hall... do keep up! <USER> <USER> <USER> #vaccine #Covid_19
117,1356690547705077764,#UPDATE: Federal government to ship #Covid vaccines to retail pharmacies next week Great news! Still doesnt assure that those most at risk or in need for work will get the #vaccine right away it IS action we have needed and expected from government.
118,1353187727240474627,"India implements fastest rollout of #vaccination drive in world. One million #vaccine jabs in 6 days ! Nation came together- centre, #states &amp; #city bodies. Compliments to our #doctors, #nurses, support staff &amp; civil services who made it happen. #inspiration #health #virus"
119,1372305708281171972,"It's critical that we message this news properly. Since neutralizations were still well above detectable levels &amp; since we don't know if there will be any clinical impact among vaccinated people, I (for one!) am hoping this doesn't fuel the fire of anxiety &amp; hurt #vaccine uptake."
120,1375651952407683077,"While were talking about Laming, we arent talking about #MsHiggins, #MsThornton, #vaccine rollout, #agedcarerc . Just sayin."
121,1366142597970984963,Had my #vaccine 9 hours ago. The shivers have just kicked in. Desree would be proud.
122,1369364564513599502,"Surprising, isn't it? BCG vaccination improves DTaP immune responses in mice and is associated with lower #pertussis incidence in ecological epidemiological studies <USER> <USER> <USER> #DTaP #BCG #vaccine"
123,1350131539611410435,Dad's had his first vaccine shot. I'm very happy and hugely grateful to the #NHS. This needs to be rolled out to everyone asap. Let's hope that this can happen quickly and safely. #COVID19 #Vaccine
124,1372859458251014144,"So in terms of side effects of #CovidVaccine Ive got a slightly sore left arm and a big spot on my cheek. <EMOJI:flushed_face><EMOJI:syringe>Otherwise, I ran 7 miles and felt great. Even had a chat with a mosaic cyclist... #CoronavirusVaccine #vaccine #FridayThoughts #HappyFriday"
125,1363202334457790466,"Be more <USER> everyone, this <EMOJI:backhand_index_pointing_down><EMOJI:backhand_index_pointing_down> is how we should all be reflecting when noticing someone unexpected has been vaccinated, instead of questioning people &amp; making them uncomfortable #vaccine"
126,1350467845109415936,#COVID19 | The healthcare workers in the forward field #hospitals of the #Army in #ArunachalPradesh were vaccinated today: #IndianArmy #IndiaFightsCorona #vaccination #VaccineForIndia #vaccinationCovid #vaccine
127,1361874269995556871,"Happy New Year, we're back in print. Here's our front page for today! #Vietnam #COVID19 #Hanoi #SocialDistancing #vaccine #France #extremism"
128,1355451630720790531,"Scotlands moan-a-lot is amongst other things, a rabid remoaner as displayed twice in last 48 hours. She would sell Scotlands soul for a parcel of dependency to the money laundering EU paymasters. #BrexitBritain #vaccine success has already shown its barnstorming ahead <EMOJI:thumbs_up><EMOJI:smiling_face_with_heart-eyes><EMOJI:oncoming_fist>"
129,1349694286124744704,"The Tanaiste Leo Varadkar tells the #dail that the European Medicines Agency will approve AstraZeneca #vaccine on Jan 29th, which will make vaccination rate go from 50,000 to 100,000 a week <USER>"
130,1375862528132136962,Not many folk have the privilege of such spectacular views on the drive to get their #vaccine Deeply grateful <EMOJI:red_heart>
131,1373143214203437060,"Fun Fact Friday! Today I received my second dose of the covid vaccine, so I figured what better way to celebrate than by honoring an animal who has played a crucial rule in the pharmaceutical world: the horseshoe crab! 1/4 #vaccine #FunFactFriday #science"
132,1368530923927592962,<EMOJI:syringe> Austrian authorities have suspended the administration of the #astrazeneca #vaccine due to two reported deaths.
133,1348939414286848000,"A potential #vaccine against MS with excellent data in MICE. Still a way to go, but theres hope. From <USER> the makers of the #COVID19 vaccine."
134,1349755987029319683,"We're thrilled to share this photo of our Managing Director, Dr. Mohamed Alarakhia, receiving his vaccination at the GRH #COVID19 vaccine clinic due to his work on the frontlines supporting COVID assessment and testing! #getthejab #vaccine #OntarioHealth #InThisTogetherWR"
135,1363183432071663616,New studies show that one shot of a #vaccine can greatly amplify antibody levels in those who have recovered from the #coronavirus . <USER> in <USER>
136,1366204893912993792,"PM <USER> took his first shot of #COVID19 #vaccine at AIIMS, this morning. Sister P Niveda, from Puducherry, administered COVAXIN made by Bharat BioTech. India starts vaccinating its population above 60 and those with comorbidities above 45 from today."
137,1353586136367554562,Did You Know? The world's largest #vaccination campaign ever was the drive against #polio launched by #India. #VaccinationDrive #poliomyelitis #vaccine #virus #children
138,1352588638048178178,"<USER> #COVID19 vaccines &amp; #cancer care roundtable. <USER> the risk/balance ratio for #COVID19 #vaccine in cancer pts under treatment is of course in favor for the benefit. <EMOJI:warning> All cancer patients under treatment with chemo, #immunotherapy or TKI should be vaccinated"
139,1374545982021455873,This week <USER> made hospice staff eligible for the COVID-19 vaccine. I travel between <USER> sites for work &amp; have never been so thrilled to be considered a risk &amp; thus vaccinated today! So grateful. <EMOJI:folded_hands><EMOJI:light_skin_tone> So excited. #covid_19 #vaccine #itshappening
140,1371842073712820226,"Very good <USER> #COVID19 #vaccine news: - Tracking the 1st 12.5 million U.S. vaccinees, 86% got their 2nd doses in proper time frames - only 3.4% missed dose 2 - ""among 14,205,768 persons who rec'ed a 2nd dose, 95.6% [did so] w/in the rec'ed interval"""
141,1352399350190768129,"Im struggling to get my head around this shot. Its life or death, freedom or lockdown, boom or bust, privilege or poverty... in a tiny glass jar. I doubt Ill film anything so important again. #vaccine #COVID"
142,1366637158258204673,#Israel has administered more than 6.3 million #vaccine doses. Data shows that there have been 94% fewer symptomatic #COVID19 cases among those vaccinated. There has been a 92% drop in cases of serious illness. #VacciNation #VaccinationDrive Read more:<EMOJI:down_arrow>
143,1374331360194801664,"Thank you to Toronto health partners who continue to work together to administer all available #COVID19 #Vaccines across our city. To date, 388,464 vaccine doses have been administered in Toronto. Read today's #COVID19 #Vaccine update:"
144,1365306449757413387,***Breaking News**Health Canada approves use of AstraZeneca vaccine | CBC News #cdnpoli #covid19 #vaccine
145,1376140003219234817,"Thank you <USER> for advocating for #vaccine priority for people with #disabilities, who are at much higher risk of death from COVID. H/t <USER>"
